id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
27326184,2019-06-20 6:10:08 ПП GMT+02:00,2019-06-20,2019-06-20 04:10:08 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-20 15:10:56 +0000,2019-06-20 15:11:06 +0000,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/27326184,https://inaturalist-open-data.s3.amazonaws.com/photos/42505039/medium.jpeg,,"",,0,0,false,2,"Unnamed Road, им. Цюрупы, Московская обл., Россия, 140221",55.5029242463,38.6628593791,6,,,,6,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Щавель кислый,Rumex acetosa,Щавель кислый,Plantae,55821,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Polygonaceae,Polygonoideae,,Rumiceae,,Rumex,,Rumex acetosa,,,,
27327350,2019-06-20 6:32:39 ПП GMT+02:00,2019-06-20,2019-06-20 04:32:39 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-20 15:32:31 +0000,2019-08-05 05:37:04 +0000,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/27327350,https://inaturalist-open-data.s3.amazonaws.com/photos/42509967/medium.jpeg,,"",,2,0,false,2,"Unnamed Road, им. Цюрупы, Московская обл., Россия, 140221",55.5028471305,38.6628547454,8,,,,8,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,bent grass,Agrostis,Полевица,Plantae,52693,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,Agrostidinae,Agrostis,,,,,,
27329437,2019-06-20 7:05:30 ПП GMT+02:00,2019-06-20,2019-06-20 05:05:30 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-20 16:07:47 +0000,2020-01-25 15:08:28 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/27329437,https://inaturalist-open-data.s3.amazonaws.com/photos/42510207/medium.jpeg,,"",,3,1,false,2,"Unnamed Road, им. Цюрупы, Московская обл., Россия, 140221",55.5026950233,38.6642205055,4,,,,4,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Осока мохнатая,Carex hirta,Осока мохнатая,Plantae,159973,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Cyperaceae,Cyperoideae,,Cariceae,,Carex,,Carex hirta,,,,
27329452,2019-06-20 7:07:00 ПП GMT+02:00,2019-06-20,2019-06-20 05:07:00 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-20 16:08:02 +0000,2019-07-12 04:39:57 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/27329452,https://inaturalist-open-data.s3.amazonaws.com/photos/42510228/medium.jpeg,,"",,1,0,false,2,"Unnamed Road, им. Цюрупы, Московская обл., Россия, 140221",55.5024349762,38.6659402738,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,leafy spurge,Euphorbia virgata,Молочай лозный,Plantae,77120,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Euphorbiaceae,Euphorbioideae,,Euphorbieae,Euphorbiinae,Euphorbia,,Euphorbia virgata,,,,
27329464,2019-06-20 7:07:21 ПП GMT+02:00,2019-06-20,2019-06-20 05:07:21 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-20 16:08:15 +0000,2019-06-23 07:04:22 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/27329464,https://inaturalist-open-data.s3.amazonaws.com/photos/42510259/medium.jpeg,,"",,1,0,false,2,"Unnamed Road, им. Цюрупы, Московская обл., Россия, 140221",55.5025807402,38.6665786296,3,,,,3,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Quack Grass,Elymus repens,Пырей ползучий,Plantae,60284,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Triticeae,Hordeinae,Elymus,,Elymus repens,,,,
27330254,2019-06-20 7:09:46 ПП GMT+02:00,2019-06-20,2019-06-20 05:09:46 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-20 16:22:30 +0000,2019-06-20 17:12:05 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/27330254,https://inaturalist-open-data.s3.amazonaws.com/photos/42511749/medium.jpeg,,"",,1,0,false,2,"Unnamed Road, им. Цюрупы, Московская обл., Россия, 140221",55.5024697838,38.6673172995,8,,,,8,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Короставник полевой,Knautia arvensis,Короставник полевой,Plantae,129115,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Dipsacoideae,,,,Knautia,,Knautia arvensis,,,,
27330286,2019-06-20 7:23:13 ПП GMT+02:00,2019-06-20,2019-06-20 05:23:13 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-20 16:23:15 +0000,2019-06-23 07:03:09 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/27330286,https://inaturalist-open-data.s3.amazonaws.com/photos/42579013/medium.jpeg,,"",,1,0,false,2,"Unnamed Road, им. Цюрупы, Московская обл., Россия, 140221",55.5011584777,38.6734794554,2,,,,2,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Timothy,Phleum pratense,Тимофеевка луговая,Plantae,57190,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,,Poeae,Poinae,Phleum,,Phleum pratense,,,,
27370058,2019-06-21 12:43:05 ПП GMT+02:00,2019-06-21,2019-06-21 10:43:05 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-21 09:42:42 +0000,2019-06-21 09:49:18 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/27370058,https://inaturalist-open-data.s3.amazonaws.com/photos/42579032/medium.jpeg,,"",,1,0,false,2,"Unnamed Road, Московская обл., Россия, 140221",55.4962354295,38.6794979987,8,,,,8,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Silver-washed Fritillary,Argynnis paphia,Перламутровка большая,Insecta,123628,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Heliconiinae,,Argynnini,,Argynnis,,Argynnis paphia,,,,
27376484,2019-06-21 4:45:19 ПП GMT+02:00,2019-06-21,2019-06-21 14:45:19 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-21 13:44:59 +0000,2019-06-21 13:55:05 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/27376484,https://inaturalist-open-data.s3.amazonaws.com/photos/42589302/medium.jpeg,,"",,1,0,false,2,"Voskresenskiy rayon, RU-MS, RU",55.5007811255,38.6689438708,6,,,,6,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Икотник серо-зелёный,Berteroa incana,Икотник серо-зелёный,Plantae,75762,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Alysseae,,Berteroa,,Berteroa incana,,,,
27380423,2019-06-21 4:40:31 ПП GMT+02:00,2019-06-21,2019-06-21 14:40:31 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-21 15:14:50 +0000,2019-06-24 15:22:28 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/27380423,https://inaturalist-open-data.s3.amazonaws.com/photos/42595652/medium.jpeg,,"",,2,0,false,2,"Unnamed Road, им. Цюрупы, Московская обл., Россия, 140221",55.5000085303,38.6706283559,6,,,,6,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Dwarf Serviceberry,Amelanchier spicata,Ирга колосистая,Plantae,198886,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Amelanchier,,Amelanchier spicata,,,,
27413194,2019-06-22 5:52:27 ДП GMT+02:00,2019-06-22,2019-06-22 15:52:27 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-22 02:52:14 +0000,2019-06-22 16:45:36 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/27413194,https://inaturalist-open-data.s3.amazonaws.com/photos/42651536/medium.jpeg,,"",,1,0,false,2,"Unnamed Road, им. Цюрупы, Московская обл., Россия, 140221",55.4983352701,38.6772584661,8,,,,8,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,common evening-primrose,Oenothera biennis,Ослинник двулетний,Plantae,62207,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,,,Oenothera,,Oenothera biennis,,,,
27413738,2019-06-22 6:06:35 ДП GMT+02:00,2019-06-22,2019-06-22 04:06:35 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-22 03:06:25 +0000,2021-03-10 22:23:29 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/27413738,https://inaturalist-open-data.s3.amazonaws.com/photos/42653280/medium.jpeg,,"",,1,0,false,2,"Voskresenskiy rayon, RU-MS, RU",55.4995385413,38.6726338515,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Buveuse,Euthrix potatoria,Коконопряд травяной,Insecta,125012,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Lasiocampoidea,Lasiocampidae,Lasiocampinae,,Selenepherini,,Euthrix,,Euthrix potatoria,,,,
27416593,2019-06-22 7:33:38 ДП GMT+02:00,2019-06-22,2019-06-22 05:33:38 +0000,Africa/Johannesburg,1265317,bio_4you,,2019-06-22 04:34:05 +0000,2019-06-22 14:23:43 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/27416593,https://inaturalist-open-data.s3.amazonaws.com/photos/44793048/medium.jpeg,,"",,1,0,false,2,"Unnamed Road, им. Цюрупы, Московская обл., Россия, 140221",55.497887544,38.6723576611,4,,,,4,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Dark Mullein,Verbascum nigrum,Коровяк черный,Plantae,56164,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Scrophulariaceae,,,Scrophularieae,,Verbascum,,Verbascum nigrum,,,,
28692779,2019/05/10 9:19 AM SST,2019-05-10,2019-05-09 20:19:00 +0000,Samoa,1467106,ivan_savinov,"",2019-07-12 20:43:05 +0000,2019-07-12 20:47:10 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/28692779,https://inaturalist-open-data.s3.amazonaws.com/photos/44743686/medium.jpg,,"",,1,0,false,,"Воскресенский р-н, Московская обл., Россия",55.5092255729,38.692043833,122,,,,122,,open,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,alpine marsh violet,Viola palustris,Фиалка болотная,Plantae,79514,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,Viola,,Viola palustris,,,,
28692840,2019/05/10 9:20 AM SST,2019-05-10,2019-05-09 20:20:00 +0000,Samoa,1467106,ivan_savinov,"",2019-07-12 20:44:13 +0000,2019-07-12 20:47:04 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/28692840,https://inaturalist-open-data.s3.amazonaws.com/photos/44743999/medium.jpg,,"",,1,0,false,,"Воскресенский р-н, Московская обл., Россия",55.5096834722,38.6901891111,,,,,,,open,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,alpine marsh violet,Viola palustris,Фиалка болотная,Plantae,79514,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,Viola,,Viola palustris,,,,
28692917,2019/05/11 3:06 PM SST,2019-05-11,2019-05-11 02:06:00 +0000,Samoa,1467106,ivan_savinov,"",2019-07-12 20:46:07 +0000,2019-08-17 03:37:33 +0000,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/28692917,https://inaturalist-open-data.s3.amazonaws.com/photos/44744228/medium.jpg,,"",,3,0,false,,"Воскресенский р-н, Московская обл., Россия",55.5091063302,38.6919816031,244,,,,244,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Фиалка,Viola,Фиалка,Plantae,50829,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,Viola,,,,,,
28692995,2019/06/01 7:53 PM SST,2019-06-01,2019-06-01 06:53:00 +0000,Samoa,1467106,ivan_savinov,"",2019-07-12 20:47:21 +0000,2019-07-12 20:55:12 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/28692995,https://inaturalist-open-data.s3.amazonaws.com/photos/44744296/medium.jpg,,"",,1,0,false,,"Воскресенский р-н, Московская обл., Россия",55.5073868273,38.7108499148,61,,,,61,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Nottingham Catchfly,Silene nutans,Смолёвка поникшая,Plantae,124138,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,Caryophylloideae,,Sileneae,,Silene,,Silene nutans,,,,
28693118,2019/05/10 9:53 AM SST,2019-05-10,2019-05-09 20:53:00 +0000,Samoa,1467106,ivan_savinov,"",2019-07-12 20:49:34 +0000,2019-08-17 03:36:34 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/28693118,https://inaturalist-open-data.s3.amazonaws.com/photos/44744411/medium.jpg,,"",,3,1,false,,"Воскресенский р-н, Московская обл., Россия",55.5090513333,38.6937065534,122,,,,122,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Сердечник горький,Cardamine amara,Сердечник горький,Plantae,132481,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamineae,,Cardamine,,Cardamine amara,,,,
29983248,2019-06-09 6:28:05 ПП GMT+03:00,2019-06-09,2019-06-09 03:28:05 +0000,Baghdad,1857190,lachinova,Марина,2019-08-01 15:30:10 +0000,2019-09-19 11:53:21 +0000,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/29983248,https://inaturalist-open-data.s3.amazonaws.com/photos/46821046/medium.jpeg,,"",,1,0,false,2,"Московская обл., Россия, 140221",55.5029329681,38.6702408642,132,,,,132,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,serviceberries,Amelanchier,Ирга,Plantae,49230,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Amelanchier,,,,,,
29986948,2019-06-09 7:18:40 ПП GMT+03:00,2019-06-09,2019-06-09 04:18:40 +0000,Baghdad,1857190,lachinova,Марина,2019-08-01 16:23:32 +0000,2019-08-02 06:54:01 +0000,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/29986948,https://inaturalist-open-data.s3.amazonaws.com/photos/46826245/medium.jpeg,,"",Семейство лютиковые,0,0,false,2,"Московская обл., Россия, 140221",55.5030617122,38.6691532284,66,,,,66,,,false,gps,gps,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Лютик едкий,Ranunculus acris,Лютик едкий,Plantae,56064,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ranunculales,,,Ranunculaceae,Ranunculoideae,,Ranunculeae,,Ranunculus,,Ranunculus acris,,,,
41681274,2019/08/23 5:42 AM MSK,2019-08-23,2019-08-23 02:42:00 +0000,Moscow,2567727,forestru,Владимир,2020-04-08 13:29:16 +0000,2020-05-25 15:32:13 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/41681274,https://inaturalist-open-data.s3.amazonaws.com/photos/66126612/medium.jpeg,,"","",1,0,false,,"Воскресенский р-н, Московская обл., Россия",55.5067058006,38.6937276771,15,,,,15,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Гвоздика китайская,Dianthus chinensis,Гвоздика китайская,Plantae,161763,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Caryophyllaceae,,,Caryophylleae,,Dianthus,,Dianthus chinensis,,,,
45981122,Fri May 15 2020 18:53:35 GMT+0300 (GMT+3),2020-05-15,2020-05-15 15:53:35 +0000,Baghdad,2965520,elfenok,,2020-05-15 16:09:27 +0000,2020-05-15 20:11:59 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/45981122,https://inaturalist-open-data.s3.amazonaws.com/photos/72927701/medium.jpg,,"",,2,0,false,3,"Природа поселок, Ашитковское, Московская область, RU",55.441707219,38.653986007,10,,,,10,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,common dandelion,Taraxacum officinale,Одуванчик лекарственный,Plantae,47602,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,,Cichorieae,Crepidinae,Taraxacum,,Taraxacum officinale,,,,
45981270,Fri May 15 2020 19:10:17 GMT+0300 (GMT+3),2020-05-15,2020-05-15 16:10:17 +0000,Baghdad,2965520,elfenok,,2020-05-15 16:11:08 +0000,2020-05-15 16:51:29 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/45981270,https://inaturalist-open-data.s3.amazonaws.com/photos/72927910/medium.jpg,,"",,2,0,false,3,"Ашитковское, Московская область, RU",55.442594234,38.6541007553,5,,,,5,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Сурепка обыкновенная,Barbarea vulgaris,Сурепка обыкновенная,Plantae,56126,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamineae,,Barbarea,,Barbarea vulgaris,,,,
45981435,Fri May 15 2020 19:12:40 GMT+0300 (GMT+3),2020-05-15,2020-05-15 16:12:40 +0000,Baghdad,2965520,elfenok,,2020-05-15 16:13:10 +0000,2020-05-15 20:11:26 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/45981435,https://inaturalist-open-data.s3.amazonaws.com/photos/72928176/medium.jpg,,"",,2,0,false,3,"Природа поселок, Ашитковское, Московская область, RU",55.4425393744,38.6540560797,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,European lily of the valley,Convallaria majalis,Ландыш майский,Plantae,48206,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,,Convallarieae,,Convallaria,,Convallaria majalis,,,,
45982429,Fri May 15 2020 19:22:28 GMT+0300 (GMT+3),2020-05-15,2020-05-15 16:22:28 +0000,Baghdad,2965520,elfenok,,2020-05-15 16:22:45 +0000,2020-05-17 03:40:52 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/45982429,https://inaturalist-open-data.s3.amazonaws.com/photos/72929801/medium.jpg,,"",,2,0,false,3,"Ашитковское, Московская область, RU",55.4430784565,38.6540984922,5,,,,5,,,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,Мать-и-мачеха,Tussilago farfara,Мать-и-мачеха,Plantae,56222,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Senecioneae,Tussilagininae,Tussilago,,Tussilago farfara,,,,
46842980,2020-05-22 5:30:03 PM GMT+03:00,2020-05-22,2020-05-22 14:30:03 +0000,Baghdad,3033271,naturalist33527,Денис Радионов,2020-05-22 14:34:29 +0000,2020-05-22 14:46:40 +0000,research,,https://www.inaturalist.org/observations/46842980,https://static.inaturalist.org/photos/74290457/medium.jpeg,,"",,1,0,false,2,"им. Цюрупы, Московская обл., Россия, 140221",55.4955231585,38.6440654511,8,,,,8,,open,false,,,,Voskresenskiy rayon,,Russia,Moskva,Voskresenskiy rayon,bitter wintercress,Barbarea vulgaris,Сурепка обыкновенная,Plantae,56126,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Cardamineae,,Barbarea,,Barbarea vulgaris,,,,
48907239,Mon Jun 08 2020 16:47:35 GMT+0300 (GMT+3),2020-06-08,2020-06-08 13:47:35 +0000,Baghdad,1897667,datakuz,Daria Kuznetsova,2020-06-08 13:50:01 +0000,2020-08-01 07:05:09 +0000,research,,https://www.inaturalist.org/observations/48907239,https://static.inaturalist.org/photos/77622409/medium.jpg,,"",,4,0,false,3,"Имени Цюрупы, Московская область, RU",55.508104221,38.703734695,12,,,,12,,open,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Живородящая ящерица,Zootoca vivipara,Живородящая ящерица,Reptilia,35453,Animalia,Chordata,Vertebrata,,Reptilia,,,Squamata,Sauria,,Lacertidae,Lacertinae,,,,Zootoca,,Zootoca vivipara,,,,
48961942,Mon Jun 08 2020 18:03:50 GMT+0300 (GMT+3),2020-06-08,2020-06-08 15:03:50 +0000,Baghdad,1898802,lande,,2020-06-08 22:26:58 +0000,2021-03-10 15:08:32 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/48961942,https://inaturalist-open-data.s3.amazonaws.com/photos/77710060/medium.jpg,,"",,2,0,false,3,"Имени Цюрупы, Московская область, RU",55.5078624794,38.7118995008,199,,,,199,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Viola nemoralis,Viola nemoralis,Фиалка дубравная,Plantae,855316,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Malpighiales,,,Violaceae,,,,,Viola,,Viola nemoralis,,,,
48962106,Mon Jun 08 2020 17:58:55 GMT+0300 (GMT+3),2020-06-08,2020-06-08 14:58:55 +0000,Baghdad,1898802,lande,,2020-06-08 22:28:57 +0000,2020-06-08 22:33:50 +0000,research,CC-BY-NC,https://www.inaturalist.org/observations/48962106,https://inaturalist-open-data.s3.amazonaws.com/photos/77710436/medium.jpg,,"",,1,0,false,3,"Имени Цюрупы, Московская область, RU",55.5075604387,38.7116817109,400,,,,400,,,false,,,,Orekhovo-Zuevskiy rayon,,Russia,Moskva,Orekhovo-Zuevskiy rayon,Купена душистая,Polygonatum odoratum,Купена душистая,Plantae,61454,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,,Polygonateae,,Polygonatum,,Polygonatum odoratum,,,,
